run_id,date,turn,agent_id,depth,read_limit,visible_post_count,visible_post_ids,visible_posts_json
simulation_20260625_194731,2026-04-27,2,A095,1,5,5,"[93, 94, 95, 96, 98]","[{""post_id"": 93, ""anonymous_code"": ""독수리-6722"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 매수 거래 공유합니다"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 94, ""anonymous_code"": ""곰-9761"", ""post_type"": ""analysis"", ""title"": ""삼성전자 주가 전망 및 투자 전략"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""커뮤니티 인플루언서""]}, {""post_id"": 95, ""anonymous_code"": ""코끼리-5117"", ""post_type"": ""analysis"", ""title"": ""삼성전자 단기 전망과 전략에 대한 고민"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 96, ""anonymous_code"": ""황소-9080"", ""post_type"": ""analysis"", ""title"": ""삼성전자 단기 전망 및 기술적 분석"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""자산가""]}, {""post_id"": 98, ""anonymous_code"": ""사자-8255"", ""post_type"": ""analysis"", ""title"": ""삼성전자 단기 전망: 노조 리스크와 저가 매수 기회"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자"", ""자산가""]}]"
simulation_20260625_194731,2026-04-27,2,A097,2,10,5,"[93, 94, 95, 96, 97]","[{""post_id"": 93, ""anonymous_code"": ""독수리-6722"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 매수 거래 공유합니다"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 94, ""anonymous_code"": ""곰-9761"", ""post_type"": ""analysis"", ""title"": ""삼성전자 주가 전망 및 투자 전략"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""커뮤니티 인플루언서""]}, {""post_id"": 95, ""anonymous_code"": ""코끼리-5117"", ""post_type"": ""analysis"", ""title"": ""삼성전자 단기 전망과 전략에 대한 고민"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 96, ""anonymous_code"": ""황소-9080"", ""post_type"": ""analysis"", ""title"": ""삼성전자 단기 전망 및 기술적 분석"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""자산가""]}, {""post_id"": 97, ""anonymous_code"": ""사자-9195"", ""post_type"": ""analysis"", ""title"": ""삼성전자, 긍정적 환경 속에서의 신중한 접근 필요"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자""]}]"
simulation_20260625_194731,2026-04-28,3,A019,1,5,5,"[100, 101, 102, 103, 104]","[{""post_id"": 100, ""anonymous_code"": ""독수리-6722"", ""post_type"": ""analysis"", ""title"": ""삼성전자 중장기 투자 관점과 단기 변동성 리스크"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 101, ""anonymous_code"": ""황소-9080"", ""post_type"": ""analysis"", ""title"": ""삼성전자, 단기 변동성 확대 전망과 향후 전략"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""자산가""]}, {""post_id"": 102, ""anonymous_code"": ""사자-9195"", ""post_type"": ""analysis"", ""title"": ""삼성전자 단기 전망 및 투자 전략 조정"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자""]}, {""post_id"": 103, ""anonymous_code"": ""코끼리-5117"", ""post_type"": ""analysis"", ""title"": ""삼성전자 단기 전망과 투자 전략"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 104, ""anonymous_code"": ""사자-8255"", ""post_type"": ""analysis"", ""title"": ""삼성전자, 상승 모멘텀 지속 가능성 분석"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자"", ""자산가""]}]"
simulation_20260625_194731,2026-04-28,3,A075,2,10,5,"[99, 100, 101, 102, 104]","[{""post_id"": 99, ""anonymous_code"": ""곰-9761"", ""post_type"": ""analysis"", ""title"": ""삼성전자 주가 전망: 반도체 호실적과 정책 지원의 시너지"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""커뮤니티 인플루언서""]}, {""post_id"": 100, ""anonymous_code"": ""독수리-6722"", ""post_type"": ""analysis"", ""title"": ""삼성전자 중장기 투자 관점과 단기 변동성 리스크"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 101, ""anonymous_code"": ""황소-9080"", ""post_type"": ""analysis"", ""title"": ""삼성전자, 단기 변동성 확대 전망과 향후 전략"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""자산가""]}, {""post_id"": 102, ""anonymous_code"": ""사자-9195"", ""post_type"": ""analysis"", ""title"": ""삼성전자 단기 전망 및 투자 전략 조정"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자""]}, {""post_id"": 104, ""anonymous_code"": ""사자-8255"", ""post_type"": ""analysis"", ""title"": ""삼성전자, 상승 모멘텀 지속 가능성 분석"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자"", ""자산가""]}]"
simulation_20260625_194731,2026-04-28,3,A084,1,5,5,"[99, 101, 102, 103, 104]","[{""post_id"": 99, ""anonymous_code"": ""곰-9761"", ""post_type"": ""analysis"", ""title"": ""삼성전자 주가 전망: 반도체 호실적과 정책 지원의 시너지"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""커뮤니티 인플루언서""]}, {""post_id"": 101, ""anonymous_code"": ""황소-9080"", ""post_type"": ""analysis"", ""title"": ""삼성전자, 단기 변동성 확대 전망과 향후 전략"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""자산가""]}, {""post_id"": 102, ""anonymous_code"": ""사자-9195"", ""post_type"": ""analysis"", ""title"": ""삼성전자 단기 전망 및 투자 전략 조정"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자""]}, {""post_id"": 103, ""anonymous_code"": ""코끼리-5117"", ""post_type"": ""analysis"", ""title"": ""삼성전자 단기 전망과 투자 전략"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 104, ""anonymous_code"": ""사자-8255"", ""post_type"": ""analysis"", ""title"": ""삼성전자, 상승 모멘텀 지속 가능성 분석"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자"", ""자산가""]}]"
simulation_20260625_194731,2026-04-28,3,A087,2,10,5,"[99, 100, 102, 103, 104]","[{""post_id"": 99, ""anonymous_code"": ""곰-9761"", ""post_type"": ""analysis"", ""title"": ""삼성전자 주가 전망: 반도체 호실적과 정책 지원의 시너지"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""커뮤니티 인플루언서""]}, {""post_id"": 100, ""anonymous_code"": ""독수리-6722"", ""post_type"": ""analysis"", ""title"": ""삼성전자 중장기 투자 관점과 단기 변동성 리스크"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 102, ""anonymous_code"": ""사자-9195"", ""post_type"": ""analysis"", ""title"": ""삼성전자 단기 전망 및 투자 전략 조정"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자""]}, {""post_id"": 103, ""anonymous_code"": ""코끼리-5117"", ""post_type"": ""analysis"", ""title"": ""삼성전자 단기 전망과 투자 전략"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 104, ""anonymous_code"": ""사자-8255"", ""post_type"": ""analysis"", ""title"": ""삼성전자, 상승 모멘텀 지속 가능성 분석"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자"", ""자산가""]}]"
simulation_20260625_194731,2026-04-28,3,A095,1,5,5,"[99, 100, 101, 103, 104]","[{""post_id"": 99, ""anonymous_code"": ""곰-9761"", ""post_type"": ""analysis"", ""title"": ""삼성전자 주가 전망: 반도체 호실적과 정책 지원의 시너지"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""커뮤니티 인플루언서""]}, {""post_id"": 100, ""anonymous_code"": ""독수리-6722"", ""post_type"": ""analysis"", ""title"": ""삼성전자 중장기 투자 관점과 단기 변동성 리스크"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 101, ""anonymous_code"": ""황소-9080"", ""post_type"": ""analysis"", ""title"": ""삼성전자, 단기 변동성 확대 전망과 향후 전략"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""자산가""]}, {""post_id"": 103, ""anonymous_code"": ""코끼리-5117"", ""post_type"": ""analysis"", ""title"": ""삼성전자 단기 전망과 투자 전략"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 104, ""anonymous_code"": ""사자-8255"", ""post_type"": ""analysis"", ""title"": ""삼성전자, 상승 모멘텀 지속 가능성 분석"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자"", ""자산가""]}]"
simulation_20260625_194731,2026-04-28,3,A097,2,10,5,"[99, 100, 101, 102, 103]","[{""post_id"": 99, ""anonymous_code"": ""곰-9761"", ""post_type"": ""analysis"", ""title"": ""삼성전자 주가 전망: 반도체 호실적과 정책 지원의 시너지"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""커뮤니티 인플루언서""]}, {""post_id"": 100, ""anonymous_code"": ""독수리-6722"", ""post_type"": ""analysis"", ""title"": ""삼성전자 중장기 투자 관점과 단기 변동성 리스크"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 101, ""anonymous_code"": ""황소-9080"", ""post_type"": ""analysis"", ""title"": ""삼성전자, 단기 변동성 확대 전망과 향후 전략"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""자산가""]}, {""post_id"": 102, ""anonymous_code"": ""사자-9195"", ""post_type"": ""analysis"", ""title"": ""삼성전자 단기 전망 및 투자 전략 조정"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자""]}, {""post_id"": 103, ""anonymous_code"": ""코끼리-5117"", ""post_type"": ""analysis"", ""title"": ""삼성전자 단기 전망과 투자 전략"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}]"
simulation_20260625_194731,2026-04-29,4,A019,1,5,5,"[105, 107, 108, 109, 110]","[{""post_id"": 105, ""anonymous_code"": ""독수리-6722"", ""post_type"": ""analysis"", ""title"": ""삼성전자의 현재 상황과 향후 전략"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자""]}, {""post_id"": 107, ""anonymous_code"": ""코끼리-5117"", ""post_type"": ""analysis"", ""title"": ""삼성전자 단기 전망과 중장기 전략"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 108, ""anonymous_code"": ""황소-9080"", ""post_type"": ""analysis"", ""title"": ""삼성전자, 단기 하방 리스크와 중장기 긍정 전망의 혼재"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""자산가""]}, {""post_id"": 109, ""anonymous_code"": ""사자-9195"", ""post_type"": ""trade_share"", ""title"": ""오늘 일부 차익 실현했습니다"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 110, ""anonymous_code"": ""사자-8255"", ""post_type"": ""analysis"", ""title"": ""삼성전자 단기 전망 및 매수 전략 점검"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자"", ""자산가""]}]"
simulation_20260625_194731,2026-04-29,4,A075,2,10,5,"[105, 106, 108, 109, 110]","[{""post_id"": 105, ""anonymous_code"": ""독수리-6722"", ""post_type"": ""analysis"", ""title"": ""삼성전자의 현재 상황과 향후 전략"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자""]}, {""post_id"": 106, ""anonymous_code"": ""곰-9761"", ""post_type"": ""analysis"", ""title"": ""단기 박스권 속 삼성전자, 변동성 대응 전략 필요"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""커뮤니티 인플루언서""]}, {""post_id"": 108, ""anonymous_code"": ""황소-9080"", ""post_type"": ""analysis"", ""title"": ""삼성전자, 단기 하방 리스크와 중장기 긍정 전망의 혼재"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""자산가""]}, {""post_id"": 109, ""anonymous_code"": ""사자-9195"", ""post_type"": ""trade_share"", ""title"": ""오늘 일부 차익 실현했습니다"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 110, ""anonymous_code"": ""사자-8255"", ""post_type"": ""analysis"", ""title"": ""삼성전자 단기 전망 및 매수 전략 점검"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자"", ""자산가""]}]"
