run_id,date,turn,agent_id,depth,read_limit,visible_post_count,visible_post_ids,visible_posts_json
simulation_20260706_151500,2026-02-27,8,A044,1,5,2,"[1937, 1938]","[{""post_id"": 1937, ""anonymous_code"": ""여우-7933"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 2주 매수했습니다!"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자"", ""자산가""]}, {""post_id"": 1938, ""anonymous_code"": ""돌고래-6439"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 전량 매도했습니다."", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""커뮤니티 인플루언서""]}]"
simulation_20260706_151500,2026-02-27,8,A077,2,10,2,"[1936, 1937]","[{""post_id"": 1936, ""anonymous_code"": ""황소-4770"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 일부 매도했습니다."", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 1937, ""anonymous_code"": ""여우-7933"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 2주 매수했습니다!"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자"", ""자산가""]}]"
simulation_20260706_151500,2026-03-03,10,A008,1,5,2,"[1939, 1941]","[{""post_id"": 1939, ""anonymous_code"": ""황소-4770"", ""post_type"": ""trade_share"", ""title"": ""손절 후 리스크 관리"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 1941, ""anonymous_code"": ""돌고래-6439"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 매수했습니다!"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자"", ""자산가"", ""커뮤니티 인플루언서""]}]"
simulation_20260706_151500,2026-03-03,10,A044,1,5,2,"[1940, 1941]","[{""post_id"": 1940, ""anonymous_code"": ""여우-7933"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 일부 매도했습니다."", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 1941, ""anonymous_code"": ""돌고래-6439"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 매수했습니다!"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자"", ""자산가"", ""커뮤니티 인플루언서""]}]"
simulation_20260706_151500,2026-03-03,10,A077,2,10,2,"[1939, 1940]","[{""post_id"": 1939, ""anonymous_code"": ""황소-4770"", ""post_type"": ""trade_share"", ""title"": ""손절 후 리스크 관리"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 1940, ""anonymous_code"": ""여우-7933"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 일부 매도했습니다."", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}]"
simulation_20260706_151500,2026-03-04,12,A008,1,5,2,"[1943, 1944]","[{""post_id"": 1943, ""anonymous_code"": ""돌고래-6439"", ""post_type"": ""analysis"", ""title"": ""지정학적 리스크 속 삼성전자의 내재가치 분석"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""커뮤니티 인플루언서""]}, {""post_id"": 1944, ""anonymous_code"": ""황소-4770"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 매도 거래 공유합니다."", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}]"
simulation_20260706_151500,2026-03-04,12,A044,1,5,2,"[1942, 1943]","[{""post_id"": 1942, ""anonymous_code"": ""여우-7933"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 일부 매도했습니다."", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 1943, ""anonymous_code"": ""돌고래-6439"", ""post_type"": ""analysis"", ""title"": ""지정학적 리스크 속 삼성전자의 내재가치 분석"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""커뮤니티 인플루언서""]}]"
simulation_20260706_151500,2026-03-04,12,A077,2,10,2,"[1942, 1944]","[{""post_id"": 1942, ""anonymous_code"": ""여우-7933"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 일부 매도했습니다."", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 1944, ""anonymous_code"": ""황소-4770"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 매도 거래 공유합니다."", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}]"
simulation_20260706_151500,2026-03-05,14,A008,1,5,2,"[1945, 1947]","[{""post_id"": 1945, ""anonymous_code"": ""황소-4770"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 소량 매수했습니다."", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""커뮤니티 인플루언서""]}, {""post_id"": 1947, ""anonymous_code"": ""돌고래-6439"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 추가 매수했습니다!"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자"", ""자산가""]}]"
simulation_20260706_151500,2026-03-05,14,A044,1,5,2,"[1946, 1947]","[{""post_id"": 1946, ""anonymous_code"": ""여우-7933"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 일부 매도했습니다."", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 1947, ""anonymous_code"": ""돌고래-6439"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 추가 매수했습니다!"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자"", ""자산가""]}]"
simulation_20260706_151500,2026-03-05,14,A077,2,10,2,"[1945, 1946]","[{""post_id"": 1945, ""anonymous_code"": ""황소-4770"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 소량 매수했습니다."", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""커뮤니티 인플루언서""]}, {""post_id"": 1946, ""anonymous_code"": ""여우-7933"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 일부 매도했습니다."", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}]"
simulation_20260706_151500,2026-03-06,16,A008,1,5,2,"[1949, 1950]","[{""post_id"": 1949, ""anonymous_code"": ""돌고래-6439"", ""post_type"": ""analysis"", ""title"": ""거시 리스크와 삼성전자 실적 호조에 대한 생각"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자"", ""자산가""]}, {""post_id"": 1950, ""anonymous_code"": ""황소-4770"", ""post_type"": ""trade_share"", ""title"": ""삼성전자 오늘 매수했습니다!"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""커뮤니티 인플루언서""]}]"
simulation_20260706_151500,2026-03-06,16,A044,1,5,2,"[1948, 1949]","[{""post_id"": 1948, ""anonymous_code"": ""여우-7933"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 매수했습니다!"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 1949, ""anonymous_code"": ""돌고래-6439"", ""post_type"": ""analysis"", ""title"": ""거시 리스크와 삼성전자 실적 호조에 대한 생각"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자"", ""자산가""]}]"
simulation_20260706_151500,2026-03-06,16,A077,2,10,2,"[1948, 1950]","[{""post_id"": 1948, ""anonymous_code"": ""여우-7933"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 매수했습니다!"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 1950, ""anonymous_code"": ""황소-4770"", ""post_type"": ""trade_share"", ""title"": ""삼성전자 오늘 매수했습니다!"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""커뮤니티 인플루언서""]}]"
simulation_20260706_151500,2026-03-09,18,A008,1,5,2,"[1951, 1953]","[{""post_id"": 1951, ""anonymous_code"": ""돌고래-6439"", ""post_type"": ""trade_share"", ""title"": ""오늘 소량 매도했습니다."", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 1953, ""anonymous_code"": ""황소-4770"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 매도했습니다."", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""커뮤니티 인플루언서""]}]"
simulation_20260706_151500,2026-03-09,18,A044,1,5,2,"[1951, 1952]","[{""post_id"": 1951, ""anonymous_code"": ""돌고래-6439"", ""post_type"": ""trade_share"", ""title"": ""오늘 소량 매도했습니다."", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 1952, ""anonymous_code"": ""여우-7933"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 일부 매도했습니다."", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}]"
simulation_20260706_151500,2026-03-09,18,A077,2,10,2,"[1952, 1953]","[{""post_id"": 1952, ""anonymous_code"": ""여우-7933"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 일부 매도했습니다."", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 1953, ""anonymous_code"": ""황소-4770"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 매도했습니다."", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""커뮤니티 인플루언서""]}]"
simulation_20260706_151500,2026-03-10,20,A008,1,5,2,"[1954, 1955]","[{""post_id"": 1954, ""anonymous_code"": ""돌고래-6439"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 매수했습니다!"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자"", ""자산가"", ""커뮤니티 인플루언서""]}, {""post_id"": 1955, ""anonymous_code"": ""황소-4770"", ""post_type"": ""analysis"", ""title"": ""삼성전자 기술적 지지선과 현재 시장 상황 분석"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}]"
simulation_20260706_151500,2026-03-10,20,A044,1,5,2,"[1954, 1956]","[{""post_id"": 1954, ""anonymous_code"": ""돌고래-6439"", ""post_type"": ""trade_share"", ""title"": ""오늘 삼성전자 매수했습니다!"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": [""상위 수익자"", ""자산가"", ""커뮤니티 인플루언서""]}, {""post_id"": 1956, ""anonymous_code"": ""여우-7933"", ""post_type"": ""analysis"", ""title"": ""삼성전자 반등 신호와 거래량 부족에 대한 생각"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}]"
simulation_20260706_151500,2026-03-10,20,A077,2,10,2,"[1955, 1956]","[{""post_id"": 1955, ""anonymous_code"": ""황소-4770"", ""post_type"": ""analysis"", ""title"": ""삼성전자 기술적 지지선과 현재 시장 상황 분석"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}, {""post_id"": 1956, ""anonymous_code"": ""여우-7933"", ""post_type"": ""analysis"", ""title"": ""삼성전자 반등 신호와 거래량 부족에 대한 생각"", ""like_count"": 0, ""unlike_count"": 0, ""score"": 0, ""author_badges"": []}]"
